max_iterations,actual_iterations,converged,total_time_sec,avg_time_per_iter_ms,silhouette_score
1,1,No,0.19231414794921875,190.32669067382812,0.08772691263334763
2,2,No,0.39076995849609375,194.88251209259033,0.14997231460981353
3,3,No,0.5790657997131348,192.6894187927246,0.1650115347205087
5,5,No,1.0652410984039307,212.86725997924805,0.17041256146766587
7,7,No,1.7020652294158936,243.15217563084192,0.17543838868155026
10,10,No,1.9154460430145264,191.14580154418945,0.1746051573561002
